image,top_prompts,top_scores
MHIST_aak.png,"['mucin pool, H&E.', 'mucin pool, H&E stain.', 'uninvolved colon mucosa, H&E.', 'an H&E stained image of mucin pool.', 'an H&E image showing mucin pool.', 'an H&E stained image showing mucin pool.', 'an H&E image of mucin pool.', 'mucin, H&E stain.', 'mucin, H&E.', 'there is mucin.']","[0.48821863532066345, 0.478677898645401, 0.47425299882888794, 0.47306960821151733, 0.472830206155777, 0.4725421071052551, 0.4719569683074951, 0.47072848677635193, 0.4453355073928833, 0.4433307945728302]"
MHIST_aal.png,"['mucin pool, H&E stain.', 'uninvolved colon mucosa, H&E.', 'mucin.', 'mucin, H&E stain.', 'mucin pool, H&E.', 'normal colonic mucosa, H&E.', 'mucin, H&E.', 'this is mucus.', 'a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.']","[0.5182936191558838, 0.5170420408248901, 0.5157040357589722, 0.5151265859603882, 0.4919603168964386, 0.4879157245159149, 0.4767552614212036, 0.4763833284378052, 0.47250106930732727, 0.4573718011379242]"
MHIST_aam.png,"['uninvolved colon mucosa, H&E.', 'an H&E image of mucin pool.', 'mucin, H&E stain.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E stained image of mucin pool.', 'mucin pool, H&E stain.', 'an H&E image showing mucin.', 'there is mucin.', 'an H&E stained image of mucin.', 'uninvolved colon mucosa, H&E stain.']","[0.5444749593734741, 0.5297842025756836, 0.4945203363895416, 0.4868719279766083, 0.4723084270954132, 0.47125959396362305, 0.46907246112823486, 0.46367546916007996, 0.45919331908226013, 0.4571166932582855]"
MHIST_aan.png,"['mucin pool, H&E stain.', 'mucin, H&E stain.', 'mucin.', 'mucin pool, H&E.', 'mucin, H&E.', 'this is mucus.', 'mucus pool, H&E stain.', 'an H&E stained image of mucin pool.', 'this is mucus pool.', 'an H&E stained image of mucus pool.']","[0.5652319192886353, 0.5155307650566101, 0.4749141335487366, 0.4726696014404297, 0.4718533456325531, 0.46037381887435913, 0.44728022813796997, 0.4141902029514313, 0.4126247763633728, 0.4064975082874298]"
MHIST_aao.png,"['a photomicrograph showing normal colon mucosa.', 'there is normal colonic mucosa.', 'shows normal colon mucosa.', 'shows normal colonic mucosa.', 'a photomicrograph showing normal colonic mucosa.', 'normal colonic mucosa is shown.', 'this is normal colonic mucosa.', 'an H&E image of normal colonic mucosa.', 'a photomicrograph of normal colon mucosa.', 'normal colonic mucosa is present.']","[0.6575592160224915, 0.6491892337799072, 0.623702883720398, 0.6196298003196716, 0.6178249716758728, 0.6074092984199524, 0.6035482287406921, 0.6034266948699951, 0.595833420753479, 0.594815194606781]"
MHIST_aap.png,"['mucin pool, H&E stain.', 'there is mucin.', 'an H&E image of mucin pool.', 'an H&E stained image showing mucin.', 'an H&E image showing mucin.', 'an H&E stained image of mucin pool.', 'a photomicrograph showing mucin.', 'an H&E stained image of mucin.', 'mucin, H&E stain.', 'shows mucin pool.']","[0.5188668966293335, 0.5082904100418091, 0.4840491712093353, 0.4675418734550476, 0.4654189348220825, 0.45813196897506714, 0.4512384533882141, 0.4499233365058899, 0.4213552176952362, 0.4129156470298767]"
MHIST_aaq.png,"['mucin, H&E stain.', 'mucin, H&E.', 'mucin.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'mucin pool, H&E.', 'a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'a histopathological image showing normal colonic mucosa.']","[0.6014156341552734, 0.582643449306488, 0.5727065801620483, 0.5707831382751465, 0.5574554204940796, 0.5490149259567261, 0.544486403465271, 0.5313093662261963, 0.5162795186042786, 0.5013518929481506]"
MHIST_aar.png,"['uninvolved colon mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E stained image of mucin pool.', 'mucin.', 'mucin, H&E stain.', 'uninvolved colon mucosa, H&E stain.', 'an H&E image showing normal colonic mucosa.', 'an H&E image of mucin pool.', 'mucin pool, H&E stain.', 'normal colonic mucosa, H&E.']","[0.5625678300857544, 0.5143452286720276, 0.5111843943595886, 0.5105974078178406, 0.504226565361023, 0.4884507656097412, 0.4851353168487549, 0.4811904728412628, 0.4795289635658264, 0.4795067012310028]"
MHIST_aas.png,"['uninvolved colon mucosa, H&E.', 'uninvolved colon mucosa, H&E stain.', 'a histopathological image showing normal colon mucosa.', 'normal colon mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'presence of normal colon mucosa.', 'a photomicrograph showing normal colon mucosa.', 'normal colon mucosa, H&E stain.', 'normal colonic mucosa.', 'normal colonic mucosa, H&E.']","[0.5343368649482727, 0.4874168038368225, 0.4645847678184509, 0.44221383333206177, 0.4385254383087158, 0.43685382604599, 0.43653255701065063, 0.4259456694126129, 0.42183738946914673, 0.41510772705078125]"
MHIST_aat.png,"['uninvolved colon mucosa, H&E.', 'normal colon mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'normal colon mucosa, H&E stain.', 'normal colonic mucosa, H&E.', 'an H&E stained image showing normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'uninvolved colon mucosa, H&E stain.', 'an H&E image showing normal colon mucosa.', 'this is normal colonic mucosa.']","[0.667521595954895, 0.6475465297698975, 0.6249083280563354, 0.611936092376709, 0.6011795401573181, 0.5951889753341675, 0.5946617126464844, 0.5941038131713867, 0.5920026302337646, 0.5898610949516296]"
MHIST_aau.png,"['an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'mucin, H&E stain.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'an H&E stained image of mucin.', 'there is mucin.', 'mucin pool, H&E.', 'mucin.', 'mucus, H&E stain.']","[0.4644222557544708, 0.4589369595050812, 0.4468984603881836, 0.4450185000896454, 0.42688673734664917, 0.4204508066177368, 0.3908950090408325, 0.38647985458374023, 0.384324312210083, 0.38314518332481384]"
MHIST_aav.png,"['uninvolved colon mucosa, H&E.', 'a photomicrograph showing normal colon mucosa.', 'a histopathological photograph showing normal colonic mucosa.', 'a histopathological image showing normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'a histopathological image showing normal colonic mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'a histopathological photograph showing normal colon mucosa.', 'an H&E image showing normal colon mucosa.', 'a histopathological image of muscularis mucosa.']","[0.6599934101104736, 0.6491280198097229, 0.6201770901679993, 0.6190536618232727, 0.6170817017555237, 0.6166541576385498, 0.6151458024978638, 0.6148466467857361, 0.6071040630340576, 0.5989977717399597]"
MHIST_aaw.png,"['an H&E stained image of stromal tissue.', 'an H&E image of background.', 'there is background artifacts.', 'an H&E image of stromal tissue.', 'an H&E image of muscularis mucosa.', 'an H&E stained image of muscularis mucosa.', 'an H&E stained image showing uninvolved colon mucosa.', 'an H&E image of mucin pool.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E stained image showing background.']","[0.6053798794746399, 0.5975806713104248, 0.5924433469772339, 0.591900646686554, 0.5868850350379944, 0.5665584802627563, 0.5617579817771912, 0.5584908723831177, 0.5579522848129272, 0.5548160076141357]"
MHIST_aax.png,"['an H&E image of mucin pool.', 'there is mucin.', 'an H&E image showing mucin.', 'mucin pool, H&E stain.', 'an H&E stained image of mucin pool.', 'an H&E stained image showing mucin.', 'an H&E stained image of mucin.', 'an H&E image showing mucin pool.', 'shows mucin pool.', 'mucin, H&E stain.']","[0.5588499307632446, 0.5427666306495667, 0.5244925618171692, 0.5180243849754333, 0.5021683573722839, 0.49422457814216614, 0.4795333445072174, 0.47946181893348694, 0.4673968553543091, 0.4582352340221405]"
MHIST_aay.png,"['uninvolved colon mucosa, H&E.', 'a photomicrograph of background.', 'an H&E image showing background.', 'mucin.', 'mucin pool, H&E stain.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image of background.', 'uninvolved colon mucosa, H&E stain.', 'mucin, H&E stain.', 'an H&E stained image showing background.']","[0.4592580795288086, 0.4289679527282715, 0.413626492023468, 0.38425952196121216, 0.37834489345550537, 0.3601329028606415, 0.3600303828716278, 0.3572953939437866, 0.3520195782184601, 0.3331584334373474]"
MHIST_aaz.png,"['mucin, H&E stain.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'mucin.', 'a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.', 'normal colonic mucosa, H&E stain.', 'mucin pool, H&E.', 'uninvolved colon mucosa, H&E stain.']","[0.475746214389801, 0.47316989302635193, 0.4721006155014038, 0.458032488822937, 0.45758795738220215, 0.45547035336494446, 0.449837863445282, 0.4459262192249298, 0.44553008675575256, 0.4364791512489319]"
MHIST_aba.png,"['uninvolved colon mucosa, H&E.', 'normal colonic mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.', 'a histopathological image showing normal colon mucosa.', 'a photomicrograph showing normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'uninvolved colon mucosa, H&E stain.', 'an example of stromal tissue.', 'shows normal colonic mucosa.', 'a histopathological image showing normal colonic mucosa.']","[0.6032921075820923, 0.5525772571563721, 0.5520977973937988, 0.5474788546562195, 0.5424027442932129, 0.5299277305603027, 0.5089613199234009, 0.5089210867881775, 0.5079479217529297, 0.5014585256576538]"
MHIST_abb.png,"['mucin pool, H&E stain.', 'mucin, H&E stain.', 'mucin.', 'mucin pool, H&E.', 'mucin, H&E.', 'an H&E stained image of mucin pool.', 'this is mucus pool.', 'mucus, H&E stain.', 'an H&E stained image of mucus pool.', 'uninvolved colon mucosa, H&E.']","[0.5309155583381653, 0.52887362241745, 0.528235673904419, 0.5229165554046631, 0.5130996108055115, 0.4925132095813751, 0.491233229637146, 0.4683685302734375, 0.465137779712677, 0.46211278438568115]"
MHIST_abc.png,"['a photomicrograph showing normal colon mucosa.', 'a histopathological image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.', 'a histopathological photograph showing normal colon mucosa.', 'a photomicrograph showing uninvolved colon mucosa.', 'a histopathological photograph showing normal colonic mucosa.', 'a photomicrograph showing normal colonic mucosa.', 'a histopathological photograph of normal colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.']","[0.6244672536849976, 0.619238018989563, 0.5882225036621094, 0.5854994654655457, 0.5777860283851624, 0.5711911916732788, 0.570553719997406, 0.5603097081184387, 0.5535592436790466, 0.5375745892524719]"
MHIST_abd.png,"['uninvolved colon mucosa, H&E.', 'a histopathological image showing normal colon mucosa.', 'a histopathological image showing inflammatory cells.', 'a photomicrograph showing normal colon mucosa.', 'a histopathological image showing muscularis mucosa.', 'uninvolved colon mucosa, H&E stain.', 'a histopathological image of muscularis mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'a histopathological image showing penmarking.', 'a histopathological photograph of normal colon mucosa.']","[0.48012369871139526, 0.4199669063091278, 0.40324318408966064, 0.4000290632247925, 0.3972322940826416, 0.3972274959087372, 0.39428403973579407, 0.37402021884918213, 0.3694557845592499, 0.3687193691730499]"
MHIST_abe.png,"['uninvolved colon mucosa, H&E.', 'normal colonic mucosa, H&E.', 'mucin.', 'uninvolved colon mucosa, H&E stain.', 'a histopathological image showing normal colon mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E image of uninvolved colon mucosa.', 'normal colonic mucosa, H&E stain.', 'normal colon mucosa, H&E.']","[0.595423698425293, 0.5708921551704407, 0.52773517370224, 0.5231519937515259, 0.5229694843292236, 0.5219994783401489, 0.5185728669166565, 0.5179039835929871, 0.5147476196289062, 0.5131056308746338]"
MHIST_abf.png,"['mucus, H&E stain.', 'this is mucus.', 'normal colonic mucosa, H&E.', 'an H&E image showing mucin.', 'mucin, H&E stain.', 'uninvolved colon mucosa, H&E.', 'debris, H&E stain.', 'this is mucus pool.', 'shows normal colonic mucosa.', 'mucus pool, H&E stain.']","[0.6034581661224365, 0.5591567158699036, 0.5550585985183716, 0.5542830228805542, 0.5431519746780396, 0.5414989590644836, 0.5360902547836304, 0.5346356630325317, 0.5330959558486938, 0.5280009508132935]"
MHIST_abg.png,"['an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'mucin, H&E stain.', 'an H&E stained image of mucin.', 'mucus, H&E stain.', 'an H&E image of mucus pool.', 'an H&E stained image of mucus pool.', 'mucus pool, H&E stain.', 'mucin pool, H&E stain.', 'mucin, H&E.']","[0.6355757713317871, 0.6098716259002686, 0.5961546897888184, 0.5773466229438782, 0.5767428278923035, 0.5717328786849976, 0.5647432804107666, 0.5474280714988708, 0.5450806021690369, 0.5424144268035889]"
MHIST_abh.png,"['an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'this is mucus.', 'an H&E image of mucus pool.', 'an H&E stained image of mucin.', 'mucus pool, H&E stain.', 'mucus, H&E stain.', 'an H&E image of normal colonic mucosa.']","[0.5651066899299622, 0.5255857706069946, 0.5177857875823975, 0.49816930294036865, 0.47496211528778076, 0.4685685634613037, 0.464704692363739, 0.4642973244190216, 0.46394556760787964, 0.4588514566421509]"
MHIST_abi.png,"['shows lymphoid aggregate.', 'lymphoid aggregate.', 'a photomicrograph showing lymphoid aggregate.', 'lymphoid aggregate is present.', 'a photomicrograph of lymphoid aggregate.', 'a histopathological photograph of lymphoid infiltrate.', 'there is lymphoid aggregate.', 'an example of lymphoid aggregate.', 'lymphoid aggregate is shown.', 'this is lymphoid aggregate.']","[0.6551209688186646, 0.6513302326202393, 0.6281429529190063, 0.6228722929954529, 0.5851216912269592, 0.5389010906219482, 0.5160176157951355, 0.5092345476150513, 0.4897105097770691, 0.4884255528450012]"
MHIST_abj.png,"['uninvolved colon mucosa, H&E.', 'a histopathological image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.', 'a histopathological image showing muscularis mucosa.', 'a photomicrograph showing normal colon mucosa.', 'normal colonic mucosa, H&E.', 'a histopathological photograph of normal colon mucosa.', 'there is mucin.', 'normal colon mucosa, H&E.', 'normal colonic mucosa is present.']","[0.4576907157897949, 0.4513128697872162, 0.4018988609313965, 0.3953112065792084, 0.3869166970252991, 0.3843120336532593, 0.37016594409942627, 0.3701206147670746, 0.36619842052459717, 0.36353394389152527]"
MHIST_abk.png,"['a photomicrograph showing normal colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing normal colonic mucosa.', 'normal colonic mucosa, H&E.', 'an H&E image showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'a photomicrograph showing normal colonic mucosa.', 'an H&E image of normal colonic mucosa.', 'a histopathological photograph of normal colonic mucosa.', 'an H&E stained image of normal colonic mucosa.']","[0.6844116449356079, 0.6602208018302917, 0.6391879320144653, 0.6280338764190674, 0.6221131682395935, 0.6211796998977661, 0.6188136339187622, 0.6133596897125244, 0.5959848165512085, 0.5940843820571899]"
MHIST_abl.png,"['mucus, H&E stain.', 'an H&E image of mucus pool.', 'an H&E stained image of mucin.', 'an H&E stained image of mucus pool.', 'mucin, H&E stain.', 'mucus, H&E.', 'an H&E stained image of mucin pool.', 'mucin, H&E.', 'an H&E image of mucin pool.', 'an H&E stained image of mucus.']","[0.6512340307235718, 0.6505895256996155, 0.645350992679596, 0.6295573711395264, 0.6289557218551636, 0.6275411248207092, 0.6240259408950806, 0.6194507479667664, 0.6126703023910522, 0.5940206050872803]"
MHIST_abm.png,"['an H&E image of normal colonic mucosa.', 'normal colon mucosa is present.', 'normal colonic mucosa is present.', 'this is normal colonic mucosa.', 'there is normal colonic mucosa.', 'a photomicrograph showing normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E stained image of normal colonic mucosa.', 'an H&E image of uninvolved colon mucosa.', 'uninvolved colon mucosa, H&E.']","[0.604499876499176, 0.5916095972061157, 0.5850083231925964, 0.5794975757598877, 0.5745713114738464, 0.5734137296676636, 0.5680375099182129, 0.5603342652320862, 0.5602365732192993, 0.5601364374160767]"
MHIST_abn.png,"['an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'an H&E image of mucus pool.', 'uninvolved colon mucosa, H&E.', 'an H&E image of stromal cells.', 'an H&E stained image of mucin.', 'normal colonic mucosa, H&E stain.', 'mucin, H&E stain.', 'mucus pool, H&E stain.', 'an H&E image of stromal tissue.']","[0.629126787185669, 0.5505126714706421, 0.5342352390289307, 0.5083779692649841, 0.5028425455093384, 0.5015472173690796, 0.4967835545539856, 0.4945164620876312, 0.4907582998275757, 0.48729950189590454]"
MHIST_abo.png,"['uninvolved colon mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'normal colonic mucosa, H&E.', 'an H&E image showing normal colonic mucosa.', 'uninvolved colon mucosa, H&E stain.', 'a photomicrograph showing normal colon mucosa.', 'normal colon mucosa, H&E.', 'an H&E stained image of normal colonic mucosa.', 'an H&E image of uninvolved colon mucosa.', 'normal colon mucosa, H&E stain.']","[0.6979496479034424, 0.6697905659675598, 0.649746298789978, 0.6369616985321045, 0.6298828125, 0.6288507580757141, 0.6286494135856628, 0.6202184557914734, 0.6197816133499146, 0.6107178330421448]"
MHIST_abp.png,"['mucin, H&E stain.', 'uninvolved colon mucosa, H&E.', 'mucin, H&E.', 'an H&E stained image of mucus pool.', 'an H&E image of mucus pool.', 'an H&E stained image of mucin pool.', 'mucus, H&E stain.', 'an H&E image of mucin pool.', 'mucus, H&E.', 'an H&E stained image of mucin.']","[0.5568639039993286, 0.5568493008613586, 0.5479949712753296, 0.5451138019561768, 0.5427989363670349, 0.5412641763687134, 0.540983259677887, 0.5373862981796265, 0.532535195350647, 0.5279886722564697]"
MHIST_abq.png,"['an H&E image showing uninvolved colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing normal colon mucosa.', 'mucin, H&E stain.', 'mucin pool, H&E stain.', 'a histopathological image of penmarking.', 'uninvolved colon mucosa, H&E stain.', 'an H&E image showing normal colonic mucosa.', 'an H&E image of mucin pool.', 'a histopathological image showing normal colon mucosa.']","[0.5862957239151001, 0.5669267177581787, 0.5229964256286621, 0.5210655331611633, 0.5007845163345337, 0.4922650456428528, 0.488297700881958, 0.4846538305282593, 0.47916683554649353, 0.4789578914642334]"
MHIST_abr.png,"['an H&E image showing mucin.', 'normal colonic mucosa is present.', 'a histopathological image showing normal colonic mucosa.', 'shows normal colonic mucosa.', 'an example of mucin.', 'normal colonic mucosa, H&E.', 'this is mucus.', 'a histopathological image showing normal colon mucosa.', 'mucin pool, H&E stain.', 'uninvolved colon mucosa, H&E.']","[0.5680884122848511, 0.5460481643676758, 0.5447891354560852, 0.541919469833374, 0.5418723821640015, 0.5416815876960754, 0.5241012573242188, 0.5212495923042297, 0.5195316672325134, 0.5136507749557495]"
MHIST_abs.png,"['uninvolved colon mucosa, H&E.', 'normal colonic mucosa, H&E.', 'an H&E stained image of normal colonic mucosa.', 'uninvolved colon mucosa, H&E stain.', 'an H&E image of normal colonic mucosa.', 'an H&E image of uninvolved colon mucosa.', 'an H&E image of mucin pool.', 'normal colon mucosa, H&E.', 'an H&E image of normal colon mucosa.', 'normal colonic mucosa, H&E stain.']","[0.5674643516540527, 0.504599928855896, 0.5044929385185242, 0.5034688711166382, 0.49612611532211304, 0.49547046422958374, 0.49256038665771484, 0.4860706925392151, 0.47971901297569275, 0.4768426716327667]"
MHIST_abt.png,"['an example of stroma.', 'stromal tissue is shown.', 'an example of stromal tissue.', 'a photomicrograph of stromal tissue.', 'an example of mucin.', 'mucus pool, H&E.', 'stromal tissue, H&E stain.', 'an example of mucus.', 'normal colonic mucosa, H&E.', 'a histopathological image of stroma.']","[0.5241632461547852, 0.4884510636329651, 0.48435693979263306, 0.4770074486732483, 0.46770891547203064, 0.4649200439453125, 0.45196592807769775, 0.449393093585968, 0.4487563371658325, 0.4472543001174927]"
MHIST_abu.png,"['uninvolved colon mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image of mucin pool.', 'an H&E stained image of uninvolved colon mucosa.', 'an H&E stained image showing uninvolved colon mucosa.', 'an H&E image of uninvolved colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E image showing normal colon mucosa.', 'normal colon mucosa, H&E.', 'an H&E stained image showing normal colon mucosa.']","[0.5804740190505981, 0.5743454098701477, 0.5489255785942078, 0.5450650453567505, 0.5433433055877686, 0.5429754853248596, 0.5129098892211914, 0.5079901218414307, 0.5061249732971191, 0.4966585636138916]"
MHIST_abv.png,"['an H&E image showing uninvolved colon mucosa.', 'an H&E image of muscularis mucosa.', 'uninvolved colon mucosa, H&E.', 'a histopathological image of muscularis mucosa.', 'an H&E stained image showing uninvolved colon mucosa.', 'an H&E image showing muscularis mucosa.', 'a histopathological image of penmarking.', 'normal colonic mucosa, H&E.', 'a histopathological image showing penmarking.', 'an H&E stained image showing muscularis mucosa.']","[0.6074228286743164, 0.5184444785118103, 0.518404483795166, 0.5127052664756775, 0.5115891098976135, 0.5089390277862549, 0.5079931020736694, 0.5046772360801697, 0.5035775899887085, 0.47356754541397095]"
MHIST_abw.png,"['a histopathological image of muscularis mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E image of normal colonic mucosa.', 'an H&E stained image of normal colonic mucosa.', 'an H&E stained image showing uninvolved colon mucosa.', 'an H&E image of uninvolved colon mucosa.', 'an H&E stained image of normal colon mucosa.']","[0.583380937576294, 0.5745995044708252, 0.5369280576705933, 0.49309679865837097, 0.47767749428749084, 0.46723756194114685, 0.46526992321014404, 0.4566009044647217, 0.4484317898750305, 0.4468124806880951]"
MHIST_abx.png,"['an H&E image of mucin pool.', 'uninvolved colon mucosa, H&E.', 'an H&E stained image of mucin pool.', 'an H&E stained image of normal colonic mucosa.', 'benign epithelium, H&E stain.', 'an H&E stained image of normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'an H&E image showing normal colonic mucosa.', 'an H&E image of uninvolved colon mucosa.', 'an H&E stained image of uninvolved colon mucosa.']","[0.6122070550918579, 0.5805567502975464, 0.5776652693748474, 0.5710567235946655, 0.5577958822250366, 0.5415266752243042, 0.5318458080291748, 0.5285122394561768, 0.5244617462158203, 0.5244008302688599]"
