image,top_prompts,top_scores
MHIST_aak.png,"['mucin pool, H&E.', 'an H&E stained image showing mucin pool.', 'an H&E image showing mucin pool.', 'an H&E stained image of mucin pool.', 'mucin, H&E stain.', 'mucin pool, H&E stain.', 'an H&E image of mucin pool.', 'there is mucus.', 'mucin, H&E.', 'an image showing adenocarcinoma.']","[0.46084970235824585, 0.4585025906562805, 0.45808690786361694, 0.4543461799621582, 0.4529001712799072, 0.4436580538749695, 0.43919873237609863, 0.43555977940559387, 0.434985876083374, 0.42522865533828735]"
MHIST_aal.png,"['mucin pool, H&E stain.', 'mucin.', 'mucin pool, H&E.', 'mucin, H&E stain.', 'mucin, H&E.', 'this is mucus.', 'an H&E stained image of mucin pool.', 'mucus, H&E stain.', 'there is mucin.', 'an H&E image of mucin pool.']","[0.5713294744491577, 0.5472134351730347, 0.5431588888168335, 0.5405141115188599, 0.5023816823959351, 0.5003696084022522, 0.4721079170703888, 0.4687805771827698, 0.45392000675201416, 0.45313403010368347]"
MHIST_aam.png,"['a histopathological image showing adenocarcinoma.', 'a histopathological photograph showing adenocarcinoma.', 'uninvolved colon mucosa, H&E.', 'an H&E image of mucin pool.', 'malignant epithelium, H&E stain.', 'an H&E image showing mucin.', 'a histopathological image of muscularis mucosa.', 'an image showing adenocarcinoma.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image of colorectal adenocarcinoma epithelium.']","[0.5801889896392822, 0.5583235025405884, 0.5436591506004333, 0.5394759178161621, 0.5291057229042053, 0.5180875658988953, 0.5152971744537354, 0.510164737701416, 0.5045322775840759, 0.4951767921447754]"
MHIST_aan.png,"['mucin pool, H&E stain.', 'mucin pool, H&E.', 'mucin.', 'mucin, H&E stain.', 'malignant epithelium, H&E stain.', 'mucin, H&E.', 'an H&E stained image of mucin pool.', 'mucus pool, H&E stain.', 'an H&E stained image of mucus pool.', 'this is mucus.']","[0.6149322986602783, 0.5491791367530823, 0.5330155491828918, 0.5305814146995544, 0.5188332796096802, 0.5105128288269043, 0.4906688630580902, 0.487408310174942, 0.4759724736213684, 0.4647914171218872]"
MHIST_aao.png,"['there is normal colonic mucosa.', 'a photomicrograph showing normal colon mucosa.', 'shows normal colon mucosa.', 'shows normal colonic mucosa.', 'a photomicrograph showing normal colonic mucosa.', 'a photomicrograph of normal colon mucosa.', 'this is normal colonic mucosa.', 'normal colon mucosa, H&E.', 'normal colonic mucosa is shown.', 'normal colonic mucosa, H&E.']","[0.6871305704116821, 0.6833274960517883, 0.6654794812202454, 0.653194010257721, 0.6380294561386108, 0.6310081481933594, 0.6252080798149109, 0.6207259297370911, 0.6168960928916931, 0.6144431829452515]"
MHIST_aap.png,"['a histopathological image showing adenocarcinoma.', 'an H&E image showing adenocarcinoma.', 'a histopathological image of adenocarcinoma.', 'a histopathological photograph showing adenocarcinoma.', 'a photomicrograph showing adenocarcinoma.', 'mucin pool, H&E stain.', 'a histopathological photograph of adenocarcinoma.', 'an H&E stained image showing adenocarcinoma.', 'an H&E stained image showing mucin.', 'an H&E image of mucin pool.']","[0.5659788846969604, 0.5357323288917542, 0.5245864987373352, 0.5234551429748535, 0.5229684114456177, 0.5115970969200134, 0.5034891963005066, 0.49672895669937134, 0.4888620674610138, 0.4673890471458435]"
MHIST_aaq.png,"['mucin, H&E stain.', 'mucin, H&E.', 'mucin.', 'a histopathological image showing normal colon mucosa.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E stain.', 'a histopathological image showing normal colonic mucosa.', 'mucin pool, H&E.', 'normal colonic mucosa, H&E.', 'a photomicrograph showing normal colon mucosa.']","[0.5739734768867493, 0.5541738867759705, 0.5483143329620361, 0.5479053258895874, 0.5374172329902649, 0.5324161052703857, 0.527824878692627, 0.5271118879318237, 0.5203225612640381, 0.4991174340248108]"
MHIST_aar.png,"['uninvolved colon mucosa, H&E.', 'an H&E stained image of mucin pool.', 'a histopathological image showing normal colon mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'mucin.', 'an H&E stained image of mucin.', 'mucin, H&E stain.', 'uninvolved colon mucosa, H&E stain.', 'an H&E image of mucin pool.', 'an H&E image showing normal colonic mucosa.']","[0.5328153371810913, 0.49117475748062134, 0.4802153706550598, 0.47652512788772583, 0.47317516803741455, 0.46570533514022827, 0.4606279134750366, 0.45725131034851074, 0.4529464542865753, 0.45236530900001526]"
MHIST_aas.png,"['uninvolved colon mucosa, H&E.', 'a histopathological image showing normal colon mucosa.', 'uninvolved colon mucosa, H&E stain.', 'a photomicrograph showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'normal colon mucosa, H&E.', 'a histopathological image showing normal colonic mucosa.', 'normal colonic mucosa, H&E.', 'presence of normal colon mucosa.', 'a histopathological image showing adenocarcinoma.']","[0.5006329417228699, 0.4507295489311218, 0.44109511375427246, 0.41577595472335815, 0.40751224756240845, 0.39981305599212646, 0.3966584801673889, 0.3927426338195801, 0.3906959295272827, 0.39030563831329346]"
MHIST_aat.png,"['uninvolved colon mucosa, H&E.', 'normal colon mucosa, H&E.', 'this is normal colonic mucosa.', 'a photomicrograph showing normal colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E stained image showing normal colon mucosa.', 'a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E stain.', 'an H&E image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.']","[0.6342645883560181, 0.6190791726112366, 0.6047735214233398, 0.6044987440109253, 0.5857947468757629, 0.5833593010902405, 0.5832630395889282, 0.582844078540802, 0.5815433859825134, 0.5763315558433533]"
MHIST_aau.png,"['a histopathological photograph showing adenocarcinoma.', 'malignant epithelium, H&E stain.', 'a histopathological image showing adenocarcinoma.', 'an image of debris.', 'an H&E stained image of mucin pool.', 'an H&E image of mucin pool.', 'a histopathological image of muscularis mucosa.', 'an H&E stained image of mucin.', 'an H&E image showing adenocarcinoma.', 'mucin, H&E stain.']","[0.5218818187713623, 0.5167758464813232, 0.5010248422622681, 0.4473884105682373, 0.43412330746650696, 0.42800167202949524, 0.4182971715927124, 0.4181768000125885, 0.41452547907829285, 0.4059728682041168]"
MHIST_aav.png,"['a photomicrograph showing normal colon mucosa.', 'a histopathological image of muscularis mucosa.', 'a histopathological photograph showing normal colonic mucosa.', 'a histopathological image showing normal colonic mucosa.', 'a histopathological photograph showing normal colon mucosa.', 'a histopathological image showing normal colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing normal colonic mucosa.', 'a histopathological photograph of normal colon mucosa.', 'a histopathological image of empty space.']","[0.6349949836730957, 0.6194453835487366, 0.6179700493812561, 0.6164583563804626, 0.6155498027801514, 0.6016820073127747, 0.5949784517288208, 0.5859888195991516, 0.5753723382949829, 0.5676876306533813]"
MHIST_aaw.png,"['an H&E stained image showing uninvolved colon mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E image of muscularis mucosa.', 'an H&E image of uninvolved colon mucosa.', 'an H&E image of background.', 'an H&E stained image of normal colonic mucosa.', 'an H&E stained image of stromal tissue.', 'there is background artifacts.', 'an H&E stained image of muscularis mucosa.']","[0.6077884435653687, 0.5954911708831787, 0.569708526134491, 0.5656653046607971, 0.56531822681427, 0.562012791633606, 0.5594363212585449, 0.5587277412414551, 0.5575177073478699, 0.554219663143158]"
MHIST_aax.png,"['a histopathological photograph showing adenocarcinoma.', 'a histopathological image showing adenocarcinoma.', 'a photomicrograph showing adenocarcinoma.', 'a histopathological image of adenocarcinoma.', 'an image showing adenocarcinoma.', 'an H&E stained image showing adenocarcinoma.', 'an H&E image of mucin pool.', 'an H&E image showing mucin.', 'an H&E image showing adenocarcinoma.', 'an H&E image showing colorectal adenocarcinoma epithelium.']","[0.650978684425354, 0.6308873295783997, 0.5887800455093384, 0.5796192288398743, 0.5764882564544678, 0.5682882070541382, 0.5680280923843384, 0.5669100284576416, 0.5658934116363525, 0.5651519894599915]"
MHIST_aay.png,"['a histopathological image showing adenocarcinoma.', 'a photomicrograph of background.', 'an image of debris.', 'an image showing adenocarcinoma.', 'an H&E image showing background.', 'an image of background.', 'uninvolved colon mucosa, H&E.', 'mucin.', 'a photomicrograph showing colorectal adenocarcinoma.', 'a photomicrograph showing background.']","[0.5294742584228516, 0.4899618625640869, 0.4695326089859009, 0.45226210355758667, 0.43962860107421875, 0.43914079666137695, 0.4321133494377136, 0.41604214906692505, 0.4041154980659485, 0.4002159535884857]"
MHIST_aaz.png,"['mucin pool, H&E stain.', 'mucin, H&E stain.', 'mucin.', 'mucin pool, H&E.', 'mucin, H&E.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing uninvolved colon mucosa.', 'there is mucin.', 'this is mucus.', 'this is mucin.']","[0.524931013584137, 0.5230262875556946, 0.5150722861289978, 0.4960730969905853, 0.4508015513420105, 0.4235915541648865, 0.4098544120788574, 0.4088314175605774, 0.4008042812347412, 0.4006737470626831]"
MHIST_aba.png,"['uninvolved colon mucosa, H&E.', 'a photomicrograph showing normal colon mucosa.', 'a histopathological image showing normal colon mucosa.', 'a photomicrograph showing colorectal adenocarcinoma.', 'normal colonic mucosa, H&E.', 'a histopathological image showing normal colonic mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'an image of background.', 'an H&E image showing normal colonic mucosa.', 'a photomicrograph of colorectal adenocarcinoma.']","[0.568568229675293, 0.5483746528625488, 0.5480537414550781, 0.53342604637146, 0.527759313583374, 0.521148681640625, 0.5185061097145081, 0.5162492394447327, 0.5156621932983398, 0.5145822763442993]"
MHIST_abb.png,"['mucin pool, H&E stain.', 'mucin pool, H&E.', 'mucin, H&E stain.', 'mucin.', 'mucin, H&E.', 'an H&E stained image of mucus pool.', 'an H&E stained image of mucin pool.', 'this is mucus pool.', 'this is mucus.', 'mucus, H&E stain.']","[0.5524823069572449, 0.550040602684021, 0.5347226858139038, 0.5238460302352905, 0.5208305716514587, 0.4775291681289673, 0.46794450283050537, 0.4667949080467224, 0.4621323347091675, 0.45304542779922485]"
MHIST_abc.png,"['a photomicrograph showing normal colon mucosa.', 'shows colorectal adenocarcinoma epithelium.', 'a histopathological image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.', 'a photomicrograph showing uninvolved colon mucosa.', 'a histopathological photograph showing normal colon mucosa.', 'a photomicrograph showing normal colonic mucosa.', 'a histopathological photograph showing normal colonic mucosa.', 'a photomicrograph of colorectal adenocarcinoma epithelium.', 'a histopathological photograph of normal colon mucosa.']","[0.6395553350448608, 0.6122037768363953, 0.608169436454773, 0.5973426699638367, 0.5822649002075195, 0.5817069411277771, 0.5806480646133423, 0.5756350755691528, 0.5751365423202515, 0.5701673626899719]"
MHIST_abd.png,"['a histopathological image showing inflammatory cells.', 'a histopathological image showing adenocarcinoma.', 'a histopathological image of muscularis mucosa.', 'shows colorectal adenocarcinoma epithelium.', 'a histopathological image showing muscularis mucosa.', 'a photomicrograph showing muscularis mucosa.', 'uninvolved colon mucosa, H&E.', 'an image of debris.', 'a histopathological image showing normal colon mucosa.', 'a photomicrograph showing normal colon mucosa.']","[0.5256050825119019, 0.5010617971420288, 0.47847962379455566, 0.4646601974964142, 0.44935163855552673, 0.4464799165725708, 0.4341784119606018, 0.4261035919189453, 0.42323988676071167, 0.41913264989852905]"
MHIST_abe.png,"['mucin.', 'uninvolved colon mucosa, H&E.', 'mucin pool, H&E.', 'an H&E stained image of mucin pool.', 'mucin pool, H&E stain.', 'mucin, H&E stain.', 'normal colonic mucosa, H&E.', 'an H&E image of mucin pool.', 'mucin, H&E.', 'mucus, H&E stain.']","[0.6025675535202026, 0.570007860660553, 0.569567084312439, 0.567139744758606, 0.552192211151123, 0.5500987768173218, 0.5437277555465698, 0.5378296971321106, 0.5276904106140137, 0.5183531641960144]"
MHIST_abf.png,"['mucus, H&E stain.', 'normal colonic mucosa, H&E.', 'this is mucus.', 'an image showing mucin.', 'mucin, H&E stain.', 'shows normal colonic mucosa.', 'this is mucus pool.', 'mucin pool, H&E stain.', 'a histopathological image showing normal colonic mucosa.', 'an H&E image showing mucin.']","[0.6243674159049988, 0.5921465754508972, 0.5911954045295715, 0.5679569244384766, 0.5655227899551392, 0.5597916841506958, 0.5542645454406738, 0.5512027740478516, 0.5492070913314819, 0.5487141609191895]"
MHIST_abg.png,"['an image showing adenocarcinoma.', 'an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'mucin, H&E stain.', 'a histopathological photograph showing background artifacts.', 'an H&E stained image of mucin.', 'an H&E image of mucus pool.', 'malignant epithelium, H&E stain.', 'mucus, H&E stain.', 'an H&E stained image of mucus pool.']","[0.614639163017273, 0.6114330291748047, 0.6058065891265869, 0.5753872394561768, 0.5743014216423035, 0.5723463892936707, 0.5681561827659607, 0.5669901967048645, 0.5655902624130249, 0.5614082217216492]"
MHIST_abh.png,"['mucin pool, H&E stain.', 'an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'this is mucus.', 'mucin, H&E stain.', 'mucus, H&E stain.', 'mucin, H&E.', 'mucin pool, H&E.', 'an H&E stained image of mucus pool.', 'an H&E image of mucus pool.']","[0.5432529449462891, 0.5306941270828247, 0.5227099657058716, 0.5208484530448914, 0.508040189743042, 0.49527281522750854, 0.4890981614589691, 0.47986266016960144, 0.47547394037246704, 0.47516152262687683]"
MHIST_abi.png,"['shows lymphoid aggregate.', 'lymphoid aggregate.', 'a photomicrograph showing lymphoid aggregate.', 'lymphoid aggregate is present.', 'a photomicrograph of lymphoid aggregate.', 'an example of lymphoid aggregate.', 'a histopathological image showing lymphoid aggregate.', 'a histopathological photograph of lymphoid infiltrate.', 'a histopathological photograph of lymphoid aggregate.', 'an image of lymphoid aggregate.']","[0.6264451146125793, 0.5949429273605347, 0.5801851749420166, 0.5703501105308533, 0.5286272168159485, 0.5082143545150757, 0.4886893033981323, 0.4858909547328949, 0.4827956557273865, 0.47205042839050293]"
MHIST_abj.png,"['a histopathological image showing normal colon mucosa.', 'a histopathological image showing normal colonic mucosa.', 'uninvolved colon mucosa, H&E.', 'a histopathological image showing muscularis mucosa.', 'a photomicrograph showing normal colon mucosa.', 'a histopathological photograph of normal colon mucosa.', 'an image showing muscularis mucosa.', 'a histopathological image showing adenocarcinoma.', 'shows colorectal adenocarcinoma epithelium.', 'a histopathological image of muscularis mucosa.']","[0.5287206172943115, 0.5076597929000854, 0.4878087043762207, 0.4862740635871887, 0.4846140146255493, 0.46455514430999756, 0.4605257511138916, 0.45280921459198, 0.4392794668674469, 0.4320376515388489]"
MHIST_abk.png,"['a photomicrograph showing normal colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image showing normal colonic mucosa.', 'a histopathological photograph of normal colonic mucosa.', 'a photomicrograph showing normal colonic mucosa.', 'normal colonic mucosa, H&E.', 'a histopathological image showing normal colon mucosa.', 'an H&E image showing normal colon mucosa.', 'a histopathological photograph of normal colon mucosa.', 'normal colonic mucosa, H&E stain.']","[0.692279577255249, 0.655654788017273, 0.6395144462585449, 0.6277995109558105, 0.6272821426391602, 0.6240109205245972, 0.6161288022994995, 0.6155977249145508, 0.61378014087677, 0.6107487678527832]"
MHIST_abl.png,"['an H&E image of mucus pool.', 'an H&E stained image of mucin.', 'mucus, H&E stain.', 'an H&E stained image of mucus pool.', 'an H&E stained image of mucin pool.', 'mucus, H&E.', 'mucin, H&E stain.', 'an H&E image of mucin pool.', 'mucin, H&E.', 'an H&E stained image of mucus.']","[0.6364534497261047, 0.6293189525604248, 0.6176146864891052, 0.6109039187431335, 0.6097894906997681, 0.6045000553131104, 0.5929039716720581, 0.5915240049362183, 0.5909676551818848, 0.5842565894126892]"
MHIST_abm.png,"['a photomicrograph showing normal colon mucosa.', 'normal colonic mucosa is present.', 'this is normal colonic mucosa.', 'an H&E image of normal colonic mucosa.', 'an H&E image showing normal colonic mucosa.', 'there is normal colonic mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image of uninvolved colon mucosa.', 'normal colon mucosa is present.', 'shows normal colonic mucosa.']","[0.6308099031448364, 0.6137397289276123, 0.6122030019760132, 0.6102513074874878, 0.6083664894104004, 0.6062811613082886, 0.6049991846084595, 0.5922154188156128, 0.5885574221611023, 0.5791078805923462]"
MHIST_abn.png,"['an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'an H&E image of mucus pool.', 'uninvolved colon mucosa, H&E.', 'an H&E stained image of mucin.', 'normal colonic mucosa, H&E stain.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E image of stromal cells.', 'an H&E stained image of normal colonic mucosa.', 'an image showing adenocarcinoma.']","[0.6274034380912781, 0.5563312768936157, 0.5388711094856262, 0.5209494829177856, 0.5092218518257141, 0.4993938207626343, 0.49844494462013245, 0.49825233221054077, 0.4889320731163025, 0.48885542154312134]"
MHIST_abo.png,"['uninvolved colon mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'normal colonic mucosa, H&E.', 'normal colon mucosa, H&E.', 'uninvolved colon mucosa, H&E stain.', 'normal colon mucosa, H&E stain.', 'an H&E image of uninvolved colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E stained image of normal colon mucosa.', 'an H&E stained image of normal colonic mucosa.']","[0.6423376202583313, 0.6078218221664429, 0.5834901332855225, 0.5743513107299805, 0.5685776472091675, 0.5583410859107971, 0.5580095648765564, 0.5531269311904907, 0.5425843000411987, 0.5415229797363281]"
MHIST_abp.png,"['uninvolved colon mucosa, H&E.', 'an H&E stained image of mucus pool.', 'mucin, H&E stain.', 'an H&E stained image of mucin pool.', 'an H&E image of mucus pool.', 'mucus, H&E.', 'mucin, H&E.', 'an H&E stained image of mucin.', 'mucus, H&E stain.', 'an H&E image of mucin pool.']","[0.5560261011123657, 0.5414234399795532, 0.5379037857055664, 0.5366869568824768, 0.536367654800415, 0.5327619314193726, 0.5307767987251282, 0.5297576189041138, 0.5294937491416931, 0.5170150399208069]"
MHIST_abq.png,"['an H&E image showing uninvolved colon mucosa.', 'malignant epithelium, H&E stain.', 'an image showing adenocarcinoma.', 'uninvolved colon mucosa, H&E.', 'a histopathological image showing adenocarcinoma.', 'an H&E image showing normal colon mucosa.', 'a histopathological image of penmarking.', 'an H&E image of mucin pool.', 'an H&E image showing mucin.', 'mucin, H&E stain.']","[0.5726763010025024, 0.5576956272125244, 0.5480006337165833, 0.5367861986160278, 0.5345683097839355, 0.5130032896995544, 0.5081629753112793, 0.5019038319587708, 0.4965052604675293, 0.49543383717536926]"
MHIST_abr.png,"['a histopathological image showing normal colon mucosa.', 'normal colonic mucosa, H&E.', 'shows normal colonic mucosa.', 'a histopathological image showing normal colonic mucosa.', 'normal colonic mucosa is present.', 'uninvolved colon mucosa, H&E.', 'normal colon mucosa, H&E.', 'normal colonic mucosa, H&E stain.', 'shows normal colon mucosa.', 'normal colonic mucosa.']","[0.5973191261291504, 0.5972304940223694, 0.5852513909339905, 0.584031343460083, 0.5817837715148926, 0.5776535272598267, 0.5677903294563293, 0.5568434000015259, 0.5445078611373901, 0.5428692102432251]"
MHIST_abs.png,"['an H&E image of mucin pool.', 'uninvolved colon mucosa, H&E.', 'an H&E stained image of mucin pool.', 'an H&E stained image of mucin.', 'uninvolved colon mucosa, H&E stain.', 'an H&E stained image of normal colonic mucosa.', 'mucin, H&E stain.', 'normal colonic mucosa, H&E.', 'there is mucin.', 'an H&E image of uninvolved colon mucosa.']","[0.5489139556884766, 0.5455176830291748, 0.5243972539901733, 0.4825848340988159, 0.46978530287742615, 0.46646326780319214, 0.46527236700057983, 0.4640330374240875, 0.4599992334842682, 0.45888781547546387]"
MHIST_abt.png,"['mucus pool, H&E.', 'an example of stroma.', 'an H&E image of mucin pool.', 'an H&E stained image of mucin pool.', 'mucin pool, H&E.', 'this is mucin.', 'an H&E image showing mucin.', 'mucus pool, H&E stain.', 'an H&E image of mucus pool.', 'an H&E stained image of mucin.']","[0.5094034671783447, 0.4970710873603821, 0.49361729621887207, 0.48781704902648926, 0.47315269708633423, 0.4723636507987976, 0.4711395502090454, 0.46983247995376587, 0.4604741334915161, 0.4519054889678955]"
MHIST_abu.png,"['an H&E image showing uninvolved colon mucosa.', 'an H&E stained image showing uninvolved colon mucosa.', 'uninvolved colon mucosa, H&E.', 'an H&E image of uninvolved colon mucosa.', 'an H&E image showing normal colonic mucosa.', 'an H&E stained image of uninvolved colon mucosa.', 'an H&E image showing normal colon mucosa.', 'this is normal colonic mucosa.', 'an H&E stained image showing normal colon mucosa.', 'there is lymphoid aggregate.']","[0.6033570170402527, 0.5939999222755432, 0.5599236488342285, 0.5285305976867676, 0.52846360206604, 0.5267124176025391, 0.5215731263160706, 0.515291154384613, 0.5082014203071594, 0.5069044828414917]"
MHIST_abv.png,"['an H&E image showing uninvolved colon mucosa.', 'a histopathological image of muscularis mucosa.', 'an image showing adenocarcinoma.', 'uninvolved colon mucosa, H&E.', 'an H&E image of muscularis mucosa.', 'an H&E image showing muscularis mucosa.', 'an H&E stained image showing uninvolved colon mucosa.', 'a histopathological image of penmarking.', 'a histopathological image showing penmarking.', 'normal colonic mucosa, H&E.']","[0.6244847774505615, 0.5803482532501221, 0.5748019218444824, 0.545556902885437, 0.5398422479629517, 0.5356715321540833, 0.5343208909034729, 0.5322215557098389, 0.5300475358963013, 0.5271306037902832]"
MHIST_abw.png,"['a histopathological image of muscularis mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'uninvolved colon mucosa, H&E.', 'shows lymphoid aggregate.', 'an image showing adenocarcinoma.', 'an H&E image showing normal colon mucosa.', 'a histopathological image of penmarking.', 'lymphoid aggregate.', 'an H&E image showing normal colonic mucosa.', 'an H&E stained image showing uninvolved colon mucosa.']","[0.6251199245452881, 0.5495606660842896, 0.4952365756034851, 0.4845119118690491, 0.4688243865966797, 0.46288013458251953, 0.46161729097366333, 0.4578663408756256, 0.4498777985572815, 0.4479635953903198]"
MHIST_abx.png,"['an H&E image of mucin pool.', 'uninvolved colon mucosa, H&E.', 'an H&E stained image of mucin pool.', 'an H&E stained image of normal colonic mucosa.', 'benign epithelium is shown.', 'an H&E image showing normal colonic mucosa.', 'an H&E image showing uninvolved colon mucosa.', 'an H&E stained image of normal colon mucosa.', 'an H&E stained image showing normal colonic mucosa.', 'benign epithelium, H&E stain.']","[0.5912818312644958, 0.5824370980262756, 0.5651236772537231, 0.5631716251373291, 0.5457461476325989, 0.5414248108863831, 0.5397374629974365, 0.5353245735168457, 0.5298835039138794, 0.5265084505081177]"
